player,runs,mins,balls,fours,sixes,sr,batting,opposition,ground,date
B Lee (AUSTRALIA),TDNB,-0,-0,-0,-0,-0,-0,v Ireland,Belfast,23/06/12
DJ Hussey (AUSTRALIA),TDNB,-0,-0,-0,-0,-0,-0,v Ireland,Belfast,23/06/12
MS Wade (AUSTRALIA),TDNB,-0,-0,-0,-0,-0,-0,v Ireland,Belfast,23/06/12
SR Watson (AUSTRALIA),12,24,18,1,0,66.66,2,v England,Lord's,29/06/12
DA Warner (AUSTRALIA),56,94,61,6,1,91.8,2,v England,Lord's,29/06/12
GJ Bailey (AUSTRALIA),29,59,38,3,0,76.31,2,v England,Lord's,29/06/12
MJ Clarke (AUSTRALIA),61,104,67,6,1,91.04,2,v England,Lord's,29/06/12
DJ Hussey (AUSTRALIA),13,37,29,1,0,44.82,2,v England,Lord's,29/06/12
SPD Smith (AUSTRALIA),8,16,13,0,0,61.53,2,v England,Lord's,29/06/12
MS Wade (AUSTRALIA),27,36,32,1,1,84.37,2,v England,Lord's,29/06/12
SR Watson (AUSTRALIA),66,133,80,8,0,82.5,1,v England,The Oval,01/07/12
DA Warner (AUSTRALIA),10,18,20,2,0,50,1,v England,The Oval,01/07/12
PJ Forrest (AUSTRALIA),12,42,30,0,0,40,1,v England,The Oval,01/07/12
MJ Clarke (AUSTRALIA),10,31,21,1,0,47.61,1,v England,The Oval,01/07/12
GJ Bailey (AUSTRALIA),65,108,86,7,0,75.58,1,v England,The Oval,01/07/12
DJ Hussey (AUSTRALIA),29,57,37,1,0,78.37,1,v England,The Oval,01/07/12
MS Wade (AUSTRALIA),6,13,8,1,0,75,1,v England,The Oval,01/07/12
SR Watson (AUSTRALIA),28,85,54,2,1,51.85,1,v England,Chester-le-Street,07/07/12
DA Warner (AUSTRALIA),2,21,19,0,0,10.52,1,v England,Chester-le-Street,07/07/12
PJ Forrest (AUSTRALIA),0,2,1,0,0,0,1,v England,Chester-le-Street,07/07/12
MJ Clarke (AUSTRALIA),43,119,85,4,0,50.58,1,v England,Chester-le-Street,07/07/12
GJ Bailey (AUSTRALIA),9,12,10,1,0,90,1,v England,Chester-le-Street,07/07/12
DJ Hussey (AUSTRALIA),70,120,73,9,0,95.89,1,v England,Chester-le-Street,07/07/12
MS Wade (AUSTRALIA),0,2,1,0,0,0,1,v England,Chester-le-Street,07/07/12
MS Wade (AUSTRALIA),12,61,41,0,0,29.26,1,v England,Manchester,10/07/12
DA Warner (AUSTRALIA),32,46,32,4,1,100,1,v England,Manchester,10/07/12
PJ Forrest (AUSTRALIA),3,12,14,0,0,21.42,1,v England,Manchester,10/07/12
MJ Clarke (AUSTRALIA),1,8,2,0,0,50,1,v England,Manchester,10/07/12
SPD Smith (AUSTRALIA),21,21,20,2,0,105,1,v England,Manchester,10/07/12
DJ Hussey (AUSTRALIA),9,21,11,0,0,81.81,1,v England,Manchester,10/07/12
GJ Bailey (AUSTRALIA),46*,53,41,3,2,112.19,1,v England,Manchester,10/07/12
G Gambhir (INDIA),3,12,6,0,0,50,1,v Sri Lanka,Hambantota,21/07/12
V Sehwag (INDIA),96,132,97,10,0,98.96,1,v Sri Lanka,Hambantota,21/07/12
V Kohli (INDIA),106,158,113,9,0,93.8,1,v Sri Lanka,Hambantota,21/07/12
RG Sharma (INDIA),5,10,8,0,0,62.5,1,v Sri Lanka,Hambantota,21/07/12
SK Raina (INDIA),50,75,45,3,1,111.11,1,v Sri Lanka,Hambantota,21/07/12
MS Dhoni (INDIA),35,49,29,3,1,120.68,1,v Sri Lanka,Hambantota,21/07/12
IK Pathan (INDIA),7*,5,4,1,0,175,1,v Sri Lanka,Hambantota,21/07/12
G Gambhir (INDIA),65,158,96,4,0,67.7,1,v Sri Lanka,Hambantota,24/07/12
V Sehwag (INDIA),15,21,15,2,0,100,1,v Sri Lanka,Hambantota,24/07/12
V Kohli (INDIA),1,6,5,0,0,20,1,v Sri Lanka,Hambantota,24/07/12
RG Sharma (INDIA),0,5,5,0,0,0,1,v Sri Lanka,Hambantota,24/07/12
SK Raina (INDIA),1,6,5,0,0,20,1,v Sri Lanka,Hambantota,24/07/12
MS Dhoni (INDIA),11,26,16,2,0,68.75,1,v Sri Lanka,Hambantota,24/07/12
IK Pathan (INDIA),6,28,19,0,0,31.57,1,v Sri Lanka,Hambantota,24/07/12
G Gambhir (INDIA),102,166,101,10,0,100.99,2,v Sri Lanka,Colombo (RPS),28/07/12
V Sehwag (INDIA),3,6,6,0,0,50,2,v Sri Lanka,Colombo (RPS),28/07/12
V Kohli (INDIA),38,80,65,2,0,58.46,2,v Sri Lanka,Colombo (RPS),28/07/12
MS Dhoni (INDIA),31,60,49,1,0,63.26,2,v Sri Lanka,Colombo (RPS),28/07/12
RG Sharma (INDIA),0,1,1,0,0,0,2,v Sri Lanka,Colombo (RPS),28/07/12
SK Raina (INDIA),65*,77,45,6,1,144.44,2,v Sri Lanka,Colombo (RPS),28/07/12
IK Pathan (INDIA),34*,61,31,3,0,109.67,2,v Sri Lanka,Colombo (RPS),28/07/12
G Gambhir (INDIA),0,3,5,0,0,0,2,v Sri Lanka,Colombo (RPS),31/07/12
V Sehwag (INDIA),34,46,29,6,0,117.24,2,v Sri Lanka,Colombo (RPS),31/07/12
V Kohli (INDIA),128*,187,119,12,1,107.56,2,v Sri Lanka,Colombo (RPS),31/07/12
RG Sharma (INDIA),4,18,14,0,0,28.57,2,v Sri Lanka,Colombo (RPS),31/07/12
MK Tiwary (INDIA),21,48,38,2,0,55.26,2,v Sri Lanka,Colombo (RPS),31/07/12
SK Raina (INDIA),58*,78,51,4,1,113.72,2,v Sri Lanka,Colombo (RPS),31/07/12
MS Dhoni (INDIA),DNB,-0,-0,-0,-0,-0,2,v Sri Lanka,Colombo (RPS),31/07/12
G Gambhir (INDIA),88,173,99,7,0,88.88,1,v Sri Lanka,Pallekele,04/08/12
AM Rahane (INDIA),9,22,17,1,0,52.94,1,v Sri Lanka,Pallekele,04/08/12
V Kohli (INDIA),23,42,35,2,0,65.71,1,v Sri Lanka,Pallekele,04/08/12
RG Sharma (INDIA),4,12,9,1,0,44.44,1,v Sri Lanka,Pallekele,04/08/12
MK Tiwary (INDIA),65,81,68,6,0,95.58,1,v Sri Lanka,Pallekele,04/08/12
SK Raina (INDIA),0,3,1,0,0,0,1,v Sri Lanka,Pallekele,04/08/12
MS Dhoni (INDIA),58,57,38,8,1,152.63,1,v Sri Lanka,Pallekele,04/08/12
MS Wade (AUSTRALIA),75,121,108,2,1,69.44,1,v Afghanistan,Sharjah,25/08/12
DA Warner (AUSTRALIA),24,15,18,4,0,133.33,1,v Afghanistan,Sharjah,25/08/12
MJ Clarke (AUSTRALIA),75,120,94,3,2,79.78,1,v Afghanistan,Sharjah,25/08/12
GJ Maxwell (AUSTRALIA),2,4,6,0,0,33.33,1,v Afghanistan,Sharjah,25/08/12
MEK Hussey (AUSTRALIA),49,58,37,2,3,132.43,1,v Afghanistan,Sharjah,25/08/12
DJ Hussey (AUSTRALIA),13,22,19,0,0,68.42,1,v Afghanistan,Sharjah,25/08/12
GJ Bailey (AUSTRALIA),23,25,16,2,1,143.75,1,v Afghanistan,Sharjah,25/08/12
DA Warner (AUSTRALIA),5,12,11,1,0,45.45,2,v Pakistan,Sharjah,28/08/12
MS Wade (AUSTRALIA),10,42,29,0,0,34.48,2,v Pakistan,Sharjah,28/08/12
MJ Clarke (AUSTRALIA),66,138,96,5,0,68.75,2,v Pakistan,Sharjah,28/08/12
MEK Hussey (AUSTRALIA),5,17,12,0,0,41.66,2,v Pakistan,Sharjah,28/08/12
DJ Hussey (AUSTRALIA),3,13,7,0,0,42.85,2,v Pakistan,Sharjah,28/08/12
GJ Bailey (AUSTRALIA),57*,143,88,1,1,64.77,2,v Pakistan,Sharjah,28/08/12
GJ Maxwell (AUSTRALIA),38,53,38,2,1,100,2,v Pakistan,Sharjah,28/08/12
MS Wade (AUSTRALIA),7,10,8,1,0,87.5,1,v Pakistan,Abu Dhabi,31/08/12
DA Warner (AUSTRALIA),24,89,68,2,0,35.29,1,v Pakistan,Abu Dhabi,31/08/12
MJ Clarke (AUSTRALIA),37,92,54,3,0,68.51,1,v Pakistan,Abu Dhabi,31/08/12
MEK Hussey (AUSTRALIA),61,119,72,1,2,84.72,1,v Pakistan,Abu Dhabi,31/08/12
DJ Hussey (AUSTRALIA),0,2,2,0,0,0,1,v Pakistan,Abu Dhabi,31/08/12
GJ Bailey (AUSTRALIA),39,62,46,3,0,84.78,1,v Pakistan,Abu Dhabi,31/08/12
GJ Maxwell (AUSTRALIA),28,42,27,0,2,103.7,1,v Pakistan,Abu Dhabi,31/08/12
DA Warner (AUSTRALIA),21,34,33,3,1,63.63,2,v Pakistan,Sharjah,03/09/12
DJ Hussey (AUSTRALIA),43,95,45,0,3,95.55,2,v Pakistan,Sharjah,03/09/12
MJ Clarke (AUSTRALIA),32,42,34,4,0,94.11,2,v Pakistan,Sharjah,03/09/12
MEK Hussey (AUSTRALIA),65,119,72,7,1,90.27,2,v Pakistan,Sharjah,03/09/12
GJ Bailey (AUSTRALIA),1,7,6,0,0,16.66,2,v Pakistan,Sharjah,03/09/12
MS Wade (AUSTRALIA),22,44,46,1,0,47.82,2,v Pakistan,Sharjah,03/09/12
GJ Maxwell (AUSTRALIA),56*,59,38,4,3,147.36,2,v Pakistan,Sharjah,03/09/12
G Gambhir (INDIA),8,25,17,1,0,47.05,1,v Pakistan,Chennai,30/12/12
V Sehwag (INDIA),4,20,11,1,0,36.36,1,v Pakistan,Chennai,30/12/12
V Kohli (INDIA),0,9,5,0,0,0,1,v Pakistan,Chennai,30/12/12
Yuvraj Singh (INDIA),2,6,3,0,0,66.66,1,v Pakistan,Chennai,30/12/12
RG Sharma (INDIA),4,19,14,0,0,28.57,1,v Pakistan,Chennai,30/12/12
SK Raina (INDIA),43,116,88,2,0,48.86,1,v Pakistan,Chennai,30/12/12
MS Dhoni (INDIA),113*,177,125,7,3,90.4,1,v Pakistan,Chennai,30/12/12
G Gambhir (INDIA),11,45,25,1,0,44,2,v Pakistan,Kolkata,03/01/13
V Sehwag (INDIA),31,70,43,3,0,72.09,2,v Pakistan,Kolkata,03/01/13
V Kohli (INDIA),6,12,9,1,0,66.66,2,v Pakistan,Kolkata,03/01/13
Yuvraj Singh (INDIA),9,30,19,0,0,47.36,2,v Pakistan,Kolkata,03/01/13
SK Raina (INDIA),18,47,42,1,0,42.85,2,v Pakistan,Kolkata,03/01/13
MS Dhoni (INDIA),54*,121,89,4,1,60.67,2,v Pakistan,Kolkata,03/01/13
R Ashwin (INDIA),3,15,22,0,0,13.63,2,v Pakistan,Kolkata,03/01/13
G Gambhir (INDIA),15,43,27,1,0,55.55,1,v Pakistan,Delhi,06/01/13
AM Rahane (INDIA),4,22,11,1,0,36.36,1,v Pakistan,Delhi,06/01/13
V Kohli (INDIA),7,25,17,1,0,41.17,1,v Pakistan,Delhi,06/01/13
Yuvraj Singh (INDIA),23,40,23,4,0,100,1,v Pakistan,Delhi,06/01/13
SK Raina (INDIA),31,81,60,2,1,51.66,1,v Pakistan,Delhi,06/01/13
MS Dhoni (INDIA),36,77,55,1,3,65.45,1,v Pakistan,Delhi,06/01/13
R Ashwin (INDIA),0,2,1,0,0,0,1,v Pakistan,Delhi,06/01/13
AJ Finch (AUSTRALIA),16,42,28,0,0,57.14,1,v Sri Lanka,Melbourne,11/01/13
PJ Hughes (AUSTRALIA),112,162,129,14,0,86.82,1,v Sri Lanka,Melbourne,11/01/13
UT Khawaja (AUSTRALIA),3,18,11,0,0,27.27,1,v Sri Lanka,Melbourne,11/01/13
GJ Bailey (AUSTRALIA),89,118,79,8,1,112.65,1,v Sri Lanka,Melbourne,11/01/13
DJ Hussey (AUSTRALIA),60*,53,34,6,1,176.47,1,v Sri Lanka,Melbourne,11/01/13
GJ Maxwell (AUSTRALIA),5,6,6,1,0,83.33,1,v Sri Lanka,Melbourne,11/01/13
BJ Haddin (AUSTRALIA),10*,28,13,0,0,76.92,1,v Sri Lanka,Melbourne,11/01/13
AM Rahane (INDIA),47,65,57,6,0,82.45,2,v England,Rajkot,11/01/13
G Gambhir (INDIA),52,74,52,7,0,100,2,v England,Rajkot,11/01/13
V Kohli (INDIA),15,45,22,1,0,68.18,2,v England,Rajkot,11/01/13
Yuvraj Singh (INDIA),61,63,54,8,1,112.96,2,v England,Rajkot,11/01/13
SK Raina (INDIA),50,75,49,7,0,102.04,2,v England,Rajkot,11/01/13
MS Dhoni (INDIA),32,54,25,0,4,128,2,v England,Rajkot,11/01/13
RA Jadeja (INDIA),7,17,9,0,0,77.77,2,v England,Rajkot,11/01/13
AJ Finch (AUSTRALIA),4,16,15,0,0,26.66,1,v Sri Lanka,Adelaide,13/01/13
PJ Hughes (AUSTRALIA),3,32,14,0,0,21.42,1,v Sri Lanka,Adelaide,13/01/13
GJ Bailey (AUSTRALIA),26,56,46,2,1,56.52,1,v Sri Lanka,Adelaide,13/01/13
DJ Hussey (AUSTRALIA),29,76,41,5,0,70.73,1,v Sri Lanka,Adelaide,13/01/13
SPD Smith (AUSTRALIA),8,13,11,1,0,72.72,1,v Sri Lanka,Adelaide,13/01/13
GJ Maxwell (AUSTRALIA),8,22,18,0,0,44.44,1,v Sri Lanka,Adelaide,13/01/13
BJ Haddin (AUSTRALIA),50,100,67,4,1,74.62,1,v Sri Lanka,Adelaide,13/01/13
AM Rahane (INDIA),4,23,14,0,0,28.57,1,v England,Kochi,15/01/13
G Gambhir (INDIA),8,19,13,1,0,61.53,1,v England,Kochi,15/01/13
V Kohli (INDIA),37,86,54,1,1,68.51,1,v England,Kochi,15/01/13
Yuvraj Singh (INDIA),32,47,37,5,0,86.48,1,v England,Kochi,15/01/13
SK Raina (INDIA),55,96,78,2,2,70.51,1,v England,Kochi,15/01/13
MS Dhoni (INDIA),72,117,66,7,2,109.09,1,v England,Kochi,15/01/13
RA Jadeja (INDIA),61*,60,37,8,2,164.86,1,v England,Kochi,15/01/13
DA Warner (AUSTRALIA),4,8,11,0,0,36.36,1,v Sri Lanka,Brisbane,18/01/13
PJ Hughes (AUSTRALIA),3,23,14,0,0,21.42,1,v Sri Lanka,Brisbane,18/01/13
MJ Clarke (AUSTRALIA),9,44,26,1,0,34.61,1,v Sri Lanka,Brisbane,18/01/13
DJ Hussey (AUSTRALIA),4,9,6,1,0,66.66,1,v Sri Lanka,Brisbane,18/01/13
GJ Bailey (AUSTRALIA),0,1,1,0,0,0,1,v Sri Lanka,Brisbane,18/01/13
MS Wade (AUSTRALIA),8,48,21,0,0,38.09,1,v Sri Lanka,Brisbane,18/01/13
MC Henriques (AUSTRALIA),2,1,2,0,0,100,1,v Sri Lanka,Brisbane,18/01/13
G Gambhir (INDIA),33,80,53,4,0,62.26,2,v England,Ranchi,19/01/13
AM Rahane (INDIA),0,14,4,0,0,0,2,v England,Ranchi,19/01/13
V Kohli (INDIA),77*,110,79,9,2,97.46,2,v England,Ranchi,19/01/13
Yuvraj Singh (INDIA),30,31,21,6,0,142.85,2,v England,Ranchi,19/01/13
MS Dhoni (INDIA),10*,12,12,2,0,83.33,2,v England,Ranchi,19/01/13
SK Raina (INDIA),DNB,-0,-0,-0,-0,-0,2,v England,Ranchi,19/01/13
RA Jadeja (INDIA),DNB,-0,-0,-0,-0,-0,2,v England,Ranchi,19/01/13
DA Warner (AUSTRALIA),60,132,73,6,0,82.19,1,v Sri Lanka,Sydney,20/01/13
PJ Hughes (AUSTRALIA),1,9,8,0,0,12.5,1,v Sri Lanka,Sydney,20/01/13
MJ Clarke (AUSTRALIA),20,38,20,2,0,100,1,v Sri Lanka,Sydney,20/01/13
DJ Hussey (AUSTRALIA),1,11,9,0,0,11.11,1,v Sri Lanka,Sydney,20/01/13
GJ Bailey (AUSTRALIA),22,43,39,2,0,56.41,1,v Sri Lanka,Sydney,20/01/13
MS Wade (AUSTRALIA),31,85,53,1,0,58.49,1,v Sri Lanka,Sydney,20/01/13
MC Henriques (AUSTRALIA),3,10,11,0,0,27.27,1,v Sri Lanka,Sydney,20/01/13
MS Wade (AUSTRALIA),23,36,28,4,0,82.14,1,v Sri Lanka,Hobart,23/01/13
DA Warner (AUSTRALIA),10,22,18,1,0,55.55,1,v Sri Lanka,Hobart,23/01/13
PJ Hughes (AUSTRALIA),138*,187,154,13,1,89.61,1,v Sri Lanka,Hobart,23/01/13
GJ Bailey (AUSTRALIA),17,67,43,1,0,39.53,1,v Sri Lanka,Hobart,23/01/13
DJ Hussey (AUSTRALIA),34,76,39,1,0,87.17,1,v Sri Lanka,Hobart,23/01/13
GJ Maxwell (AUSTRALIA),9,14,9,1,0,100,1,v Sri Lanka,Hobart,23/01/13
MC Henriques (AUSTRALIA),9*,13,9,0,0,100,1,v Sri Lanka,Hobart,23/01/13
G Gambhir (INDIA),10,22,16,2,0,62.5,2,v England,Mohali,23/01/13
RG Sharma (INDIA),83,135,93,11,1,89.24,2,v England,Mohali,23/01/13
V Kohli (INDIA),26,44,33,3,0,78.78,2,v England,Mohali,23/01/13
Yuvraj Singh (INDIA),3,27,16,0,0,18.75,2,v England,Mohali,23/01/13
SK Raina (INDIA),89*,121,79,9,1,112.65,2,v England,Mohali,23/01/13
MS Dhoni (INDIA),19,49,21,2,0,90.47,2,v England,Mohali,23/01/13
RA Jadeja (INDIA),21*,31,27,2,0,77.77,2,v England,Mohali,23/01/13
G Gambhir (INDIA),24,61,42,5,0,57.14,1,v England,Dharamsala,27/01/13
RG Sharma (INDIA),4,15,9,1,0,44.44,1,v England,Dharamsala,27/01/13
V Kohli (INDIA),0,1,1,0,0,0,1,v England,Dharamsala,27/01/13
Yuvraj Singh (INDIA),0,14,3,0,0,0,1,v England,Dharamsala,27/01/13
SK Raina (INDIA),83,149,98,8,2,84.69,1,v England,Dharamsala,27/01/13
MS Dhoni (INDIA),15,38,23,2,0,65.21,1,v England,Dharamsala,27/01/13
RA Jadeja (INDIA),39,65,65,1,2,60,1,v England,Dharamsala,27/01/13
GJ Maxwell (AUSTRALIA),51*,42,35,9,2,145.71,2,v West Indies,Perth,01/02/13
AJ Finch (AUSTRALIA),10,18,6,1,0,166.66,2,v West Indies,Perth,01/02/13
UT Khawaja (AUSTRALIA),8*,23,15,1,0,53.33,2,v West Indies,Perth,01/02/13
PJ Hughes (AUSTRALIA),DNB,-0,-0,-0,-0,-0,2,v West Indies,Perth,01/02/13
MJ Clarke (AUSTRALIA),DNB,-0,-0,-0,-0,-0,2,v West Indies,Perth,01/02/13
GJ Bailey (AUSTRALIA),DNB,-0,-0,-0,-0,-0,2,v West Indies,Perth,01/02/13
MS Wade (AUSTRALIA),DNB,-0,-0,-0,-0,-0,2,v West Indies,Perth,01/02/13
AJ Finch (AUSTRALIA),11,29,22,2,0,50,1,v West Indies,Perth,03/02/13
UT Khawaja (AUSTRALIA),3,16,14,0,0,21.42,1,v West Indies,Perth,03/02/13
PJ Hughes (AUSTRALIA),21,37,22,2,1,95.45,1,v West Indies,Perth,03/02/13
MJ Clarke (AUSTRALIA),16,28,19,4,0,84.21,1,v West Indies,Perth,03/02/13
GJ Bailey (AUSTRALIA),125*,166,110,10,4,113.63,1,v West Indies,Perth,03/02/13
MS Wade (AUSTRALIA),16,43,28,1,0,57.14,1,v West Indies,Perth,03/02/13
GJ Maxwell (AUSTRALIA),0,1,1,0,0,0,1,v West Indies,Perth,03/02/13
SR Watson (AUSTRALIA),122,138,111,12,2,109.9,1,v West Indies,Canberra,06/02/13
AJ Finch (AUSTRALIA),38,61,41,5,0,92.68,1,v West Indies,Canberra,06/02/13
PJ Hughes (AUSTRALIA),86,133,93,10,1,92.47,1,v West Indies,Canberra,06/02/13
MJ Clarke (AUSTRALIA),15,34,19,1,0,78.94,1,v West Indies,Canberra,06/02/13
GJ Bailey (AUSTRALIA),44,36,22,6,1,200,1,v West Indies,Canberra,06/02/13
GJ Maxwell (AUSTRALIA),4,6,3,0,0,133.33,1,v West Indies,Canberra,06/02/13
MS Wade (AUSTRALIA),4*,15,5,0,0,80,1,v West Indies,Canberra,06/02/13
SR Watson (AUSTRALIA),76,130,84,9,0,90.47,2,v West Indies,Sydney,08/02/13
AJ Finch (AUSTRALIA),25,46,30,5,0,83.33,2,v West Indies,Sydney,08/02/13
PJ Hughes (AUSTRALIA),23,58,44,2,0,52.27,2,v West Indies,Sydney,08/02/13
MJ Clarke (AUSTRALIA),37,92,65,1,0,56.92,2,v West Indies,Sydney,08/02/13
AC Voges (AUSTRALIA),28,50,39,2,0,71.79,2,v West Indies,Sydney,08/02/13
MS Wade (AUSTRALIA),13*,20,7,1,1,185.71,2,v West Indies,Sydney,08/02/13
GJ Maxwell (AUSTRALIA),1*,3,2,0,0,50,2,v West Indies,Sydney,08/02/13
SR Watson (AUSTRALIA),0,1,1,0,0,0,1,v West Indies,Melbourne,10/02/13
AJ Finch (AUSTRALIA),1,14,5,0,0,20,1,v West Indies,Melbourne,10/02/13
PJ Hughes (AUSTRALIA),29,79,61,4,0,47.54,1,v West Indies,Melbourne,10/02/13
SE Marsh (AUSTRALIA),40,88,58,4,0,68.96,1,v West Indies,Melbourne,10/02/13
AC Voges (AUSTRALIA),112*,142,106,10,2,105.66,1,v West Indies,Melbourne,10/02/13
BJ Haddin (AUSTRALIA),43,80,45,5,0,95.55,1,v West Indies,Melbourne,10/02/13
JP Faulkner (AUSTRALIA),31*,39,25,2,0,124,1,v West Indies,Melbourne,10/02/13
RG Sharma (INDIA),65,96,81,8,1,80.24,1,v South Africa,Cardiff,06/06/13
S Dhawan (INDIA),114,159,94,12,1,121.27,1,v South Africa,Cardiff,06/06/13
V Kohli (INDIA),31,46,41,2,0,75.6,1,v South Africa,Cardiff,06/06/13
KD Karthik (INDIA),14,21,15,1,1,93.33,1,v South Africa,Cardiff,06/06/13
MS Dhoni (INDIA),27,42,26,3,0,103.84,1,v South Africa,Cardiff,06/06/13
SK Raina (INDIA),9,11,6,0,1,150,1,v South Africa,Cardiff,06/06/13
RA Jadeja (INDIA),47*,37,29,7,1,162.06,1,v South Africa,Cardiff,06/06/13
DA Warner (AUSTRALIA),9,23,21,1,0,42.85,2,v England,Birmingham,08/06/13
SR Watson (AUSTRALIA),24,63,40,1,0,60,2,v England,Birmingham,08/06/13
PJ Hughes (AUSTRALIA),30,78,55,3,0,54.54,2,v England,Birmingham,08/06/13
GJ Bailey (AUSTRALIA),55,106,69,2,0,79.71,2,v England,Birmingham,08/06/13
AC Voges (AUSTRALIA),15,27,23,1,0,65.21,2,v England,Birmingham,08/06/13
MR Marsh (AUSTRALIA),5,13,12,1,0,41.66,2,v England,Birmingham,08/06/13
MS Wade (AUSTRALIA),1,5,4,0,0,25,2,v England,Birmingham,08/06/13
RG Sharma (INDIA),52,78,56,7,0,92.85,2,v West Indies,The Oval,11/06/13
S Dhawan (INDIA),102*,183,107,10,1,95.32,2,v West Indies,The Oval,11/06/13
V Kohli (INDIA),22,18,18,4,0,122.22,2,v West Indies,The Oval,11/06/13
KD Karthik (INDIA),51*,84,54,8,0,94.44,2,v West Indies,The Oval,11/06/13
SK Raina (INDIA),DNB,-0,-0,-0,-0,-0,2,v West Indies,The Oval,11/06/13
RA Jadeja (INDIA),DNB,-0,-0,-0,-0,-0,2,v West Indies,The Oval,11/06/13
MS Dhoni (INDIA),DNB,-0,-0,-0,-0,-0,2,v West Indies,The Oval,11/06/13
SR Watson (AUSTRALIA),5,6,7,1,0,71.42,1,v New Zealand,Birmingham,12/06/13
MS Wade (AUSTRALIA),29,82,57,3,0,50.87,1,v New Zealand,Birmingham,12/06/13
PJ Hughes (AUSTRALIA),0,9,4,0,0,0,1,v New Zealand,Birmingham,12/06/13
GJ Bailey (AUSTRALIA),55,121,91,5,0,60.43,1,v New Zealand,Birmingham,12/06/13
AC Voges (AUSTRALIA),71,84,76,7,0,93.42,1,v New Zealand,Birmingham,12/06/13
MR Marsh (AUSTRALIA),22,26,24,3,0,91.66,1,v New Zealand,Birmingham,12/06/13
GJ Maxwell (AUSTRALIA),29*,37,22,1,2,131.81,1,v New Zealand,Birmingham,12/06/13
RG Sharma (INDIA),18,54,32,2,0,56.25,2,v Pakistan,Birmingham,15/06/13
S Dhawan (INDIA),48,70,41,5,0,117.07,2,v Pakistan,Birmingham,15/06/13
V Kohli (INDIA),22*,36,27,3,0,81.48,2,v Pakistan,Birmingham,15/06/13
KD Karthik (INDIA),11*,19,15,1,0,73.33,2,v Pakistan,Birmingham,15/06/13
SK Raina (INDIA),DNB,-0,-0,-0,-0,-0,2,v Pakistan,Birmingham,15/06/13
RA Jadeja (INDIA),DNB,-0,-0,-0,-0,-0,2,v Pakistan,Birmingham,15/06/13
MS Dhoni (INDIA),DNB,-0,-0,-0,-0,-0,2,v Pakistan,Birmingham,15/06/13
SR Watson (AUSTRALIA),5,4,7,1,0,71.42,2,v Sri Lanka,The Oval,17/06/13
PJ Hughes (AUSTRALIA),13,23,10,3,0,130,2,v Sri Lanka,The Oval,17/06/13
GJ Maxwell (AUSTRALIA),32,25,20,5,1,160,2,v Sri Lanka,The Oval,17/06/13
GJ Bailey (AUSTRALIA),4,17,7,0,0,57.14,2,v Sri Lanka,The Oval,17/06/13
AC Voges (AUSTRALIA),49,111,62,2,0,79.03,2,v Sri Lanka,The Oval,17/06/13
MR Marsh (AUSTRALIA),4,16,14,0,0,28.57,2,v Sri Lanka,The Oval,17/06/13
MS Wade (AUSTRALIA),31,29,23,4,1,134.78,2,v Sri Lanka,The Oval,17/06/13
RG Sharma (INDIA),33,77,50,4,0,66,2,v Sri Lanka,Cardiff,20/06/13
S Dhawan (INDIA),68,140,92,6,1,73.91,2,v Sri Lanka,Cardiff,20/06/13
V Kohli (INDIA),58*,80,64,4,1,90.62,2,v Sri Lanka,Cardiff,20/06/13
SK Raina (INDIA),7*,15,4,1,0,175,2,v Sri Lanka,Cardiff,20/06/13
KD Karthik (INDIA),DNB,-0,-0,-0,-0,-0,2,v Sri Lanka,Cardiff,20/06/13
MS Dhoni (INDIA),DNB,-0,-0,-0,-0,-0,2,v Sri Lanka,Cardiff,20/06/13
RA Jadeja (INDIA),DNB,-0,-0,-0,-0,-0,2,v Sri Lanka,Cardiff,20/06/13
RG Sharma (INDIA),9,18,14,1,0,64.28,1,v England,Birmingham,23/06/13
S Dhawan (INDIA),31,40,24,2,1,129.16,1,v England,Birmingham,23/06/13
V Kohli (INDIA),43,66,34,4,1,126.47,1,v England,Birmingham,23/06/13
KD Karthik (INDIA),6,10,11,0,0,54.54,1,v England,Birmingham,23/06/13
SK Raina (INDIA),1,3,6,0,0,16.66,1,v England,Birmingham,23/06/13
MS Dhoni (INDIA),0,3,4,0,0,0,1,v England,Birmingham,23/06/13
RA Jadeja (INDIA),33*,35,25,2,2,132,1,v England,Birmingham,23/06/13
RG Sharma (INDIA),60,129,89,4,1,67.41,1,v West Indies,Kingston,30/06/13
S Dhawan (INDIA),11,20,10,2,0,110,1,v West Indies,Kingston,30/06/13
V Kohli (INDIA),11,19,21,0,1,52.38,1,v West Indies,Kingston,30/06/13
KD Karthik (INDIA),23,65,56,3,0,41.07,1,v West Indies,Kingston,30/06/13
SK Raina (INDIA),44,76,55,4,0,80,1,v West Indies,Kingston,30/06/13
MS Dhoni (INDIA),27,66,35,1,0,77.14,1,v West Indies,Kingston,30/06/13
RA Jadeja (INDIA),15,27,20,2,0,75,1,v West Indies,Kingston,30/06/13
RG Sharma (INDIA),5,16,13,0,0,38.46,2,v Sri Lanka,Kingston,02/07/13
S Dhawan (INDIA),24,53,42,3,0,57.14,2,v Sri Lanka,Kingston,02/07/13
M Vijay (INDIA),30,58,46,2,0,65.21,2,v Sri Lanka,Kingston,02/07/13
V Kohli (INDIA),2,6,5,0,0,40,2,v Sri Lanka,Kingston,02/07/13
